"","1","2","3","4","5","6","7","8","9"
"pictures independently",0,0,0,0,1,0,0,0,0
"pictures jumps",0,0,0,0,0,0,0,1,0
"pictures photos",0,0,0,0,1,0,0,0,0
"pictures pictures",0,0,0,0,0,1,0,0,0
"pictures selecting",0,1,0,0,0,0,0,0,0
"pictures text",0,0,1,0,0,0,0,0,0
"pictures web",0,0,0,0,1,0,0,0,0
"pinterest tiktok",0,0,0,0,0,0,0,0,1
"pioneers creating",0,0,0,0,1,0,0,0,0
"pitfalls carefully",0,0,0,0,0,0,0,0,1
"plain sight",0,0,0,0,0,0,0,0,1
"planning info",0,0,0,0,0,0,0,0,1
"planning vocabulary",0,1,0,0,0,0,0,0,0
"plans easier",0,0,0,0,0,0,0,0,1
"platform communication",0,0,0,0,0,0,0,0,1
"platforms major",0,0,0,0,0,0,0,0,1
"platforms provide",0,0,0,0,0,0,0,0,1
"play audio",0,0,0,1,0,0,0,0,0
"play darkest",0,0,0,0,0,0,0,0,1
"play feel",0,0,0,0,0,0,0,0,1
"play providing",0,0,0,0,0,0,0,0,1
"playing questions",0,0,0,0,0,1,0,0,0
"playing recorded",0,0,0,1,0,0,0,0,0
"pleasant lived",0,0,0,0,0,0,0,0,1
"pls remove",0,0,0,0,0,0,1,0,0
"plus.i tutorials",0,0,0,0,1,0,0,0,0
"pokey faster",0,0,0,0,1,0,0,0,0
"politics economy",0,0,0,0,0,0,0,0,1
"popular switches",1,0,0,0,0,0,0,0,0
"popup keyboards",1,0,0,0,0,0,0,0,0
"popup lists",1,0,0,0,0,0,0,0,0
"popup recents",1,0,0,0,0,0,0,0,0
"portable effective",1,0,0,0,0,0,0,0,0
"positioned front",0,0,0,0,0,0,0,0,1
"positive avenues",0,0,0,0,0,1,0,0,0
"positive behavior",0,0,0,0,0,2,0,0,0
"positive collaborative",0,0,0,0,0,0,0,0,1
"positive liberates",0,0,0,0,0,1,0,0,0
"positive negative",0,0,0,0,0,0,0,0,1
"positive social",0,0,0,0,0,1,0,0,0
"possessions body",0,0,0,0,1,0,0,0,0
"posted text",0,0,0,1,0,0,0,0,0
"power complex",0,0,0,0,0,0,0,0,1
"power versatile",0,0,0,0,0,0,0,1,0
"power words",0,0,0,0,0,0,0,0,1
"powerful augmentative",0,1,0,0,0,0,0,0,0
"powerful limiting",0,0,0,0,0,0,0,0,1
"powerful speak",0,0,0,0,0,0,0,0,1
"powerful tool",0,0,0,0,1,0,0,0,0
"powerful tools",0,0,0,0,0,0,0,0,1
"powerless change",0,0,0,0,0,0,0,0,1
"powerlessness simply",0,0,0,0,0,0,0,0,1
"praacticalaac.org tangible",0,0,0,0,0,0,0,0,1
"practical ghost",0,0,0,0,0,0,0,0,1
"practice accessing",0,0,0,0,0,0,1,0,0
"practices modeling",0,1,0,0,0,0,0,0,0
"pratt team",0,0,0,0,1,0,0,0,0
"pre programmed",1,1,0,0,0,0,0,0,0
"preconceptions communication",0,0,0,0,0,0,0,0,1
"predicted word",1,0,0,0,0,0,0,0,0
"prediction offers",0,1,0,0,0,0,0,0,0
"preferred items",0,0,0,0,0,0,0,0,1
"preparing world",0,0,0,0,0,1,0,0,0
"press picture",0,0,0,0,1,0,0,0,0
"pressed picture",0,0,0,0,1,0,0,0,0
"presses eat",0,0,0,0,0,0,0,1,0
"pressure construct",0,0,0,0,0,0,0,0,1
"pressure fitting",0,0,0,0,0,0,0,0,1
"pretty cool",0,0,0,0,1,0,0,0,0
"pretty love",0,0,0,0,1,0,0,0,0
"pretty straight",0,0,0,0,1,0,0,0,0
"prevent negative",0,0,0,0,0,0,0,0,1
"previews parents",1,0,0,0,0,0,0,0,0
"previous device",0,0,0,0,0,1,0,0,0
"previously expensive",0,0,0,1,0,0,0,0,0
"price cost",0,0,0,0,0,0,0,1,0
"price guys",0,0,0,0,1,0,0,0,0
"priceless anxious",0,0,0,0,1,0,0,0,0
"primary spelling",0,0,0,1,0,0,0,0,0
"print hard",1,0,0,0,0,0,0,0,0
"privacy settings",0,0,0,0,0,0,0,0,1
"private speech",0,0,0,0,0,0,0,0,1
"process talk",0,0,0,0,1,0,0,0,0
"processing delays",0,0,0,0,0,0,0,0,1
"product highly",0,0,0,0,1,0,0,0,0
"products provided",0,0,0,0,0,0,0,0,1
"professional communities",1,0,0,0,0,0,0,0,0
"professional workspace",0,0,0,0,2,0,0,0,0
"professionals students",0,0,0,0,1,0,0,0,0
"professionals users",0,1,0,0,0,0,0,0,0
"profile picture",0,0,0,0,0,0,0,0,1
"profiles categories",0,0,2,0,0,0,0,0,0
"profiles easily",0,0,1,0,0,0,0,0,0
"profiles multiple",0,0,1,0,0,0,0,0,0
"program affordable",0,0,0,0,0,1,0,0,0
"program amazing",0,0,0,0,1,0,0,0,0
"program buttons",0,0,0,1,0,0,0,0,0
"program cloud",0,0,0,0,1,0,0,0,0
"program communicate",0,0,0,0,0,0,0,0,1
"program device",0,0,0,0,0,0,1,0,0
"program dropbox",0,0,0,0,1,0,0,0,0
"program easily",0,0,0,0,0,0,1,0,0
"program picking",0,0,0,0,0,0,0,1,0
"program program",0,0,0,0,0,1,0,0,0
"program recommended",0,0,0,0,0,1,0,0,0
"program researched",0,0,0,0,0,1,0,0,0
"program specialist",0,0,0,0,1,0,0,0,0
"program students",0,0,0,0,1,0,0,0,0
"program words",0,0,0,0,0,0,0,0,1
"programmed access",0,0,0,0,0,0,0,0,1
"programmed boards",1,0,0,0,0,0,0,0,0
"programmed comments",0,0,0,0,1,0,0,0,0
"programmed fast",0,0,0,0,0,1,0,0,0
"programmed grid",0,1,0,0,0,0,0,0,0
"programmed speak",0,0,0,1,0,0,0,0,0
"programmed specific",0,0,0,1,0,0,0,0,0
"programmed support",1,0,0,0,0,0,0,0,0
"programmed user",0,0,0,0,1,0,0,0,0
"programmers device",0,0,0,0,0,0,0,0,1
"programming jumps",0,0,0,0,0,0,0,1,0
"programming vocabulary",0,0,0,0,0,0,0,1,0
"programs flat",0,0,0,0,1,0,0,0,0
"progress level",0,0,0,0,0,0,0,1,0
"progressive cognitive",0,0,0,0,0,1,0,0,0
"progressive language",0,1,0,0,0,0,0,0,0
"progressively worse",0,0,0,0,0,0,0,0,1
"projected aromatherapist",0,0,0,0,0,0,0,0,1
"projector class",0,0,0,0,1,0,0,0,0
"promised simple",0,0,0,0,0,0,1,0,0
"promote acceptance",0,0,0,0,0,0,0,0,1
"promote quality",1,0,0,0,0,0,0,0,0
"promotions business",0,0,0,0,0,0,0,0,1
"prompted quickly",0,0,0,0,0,1,0,0,0
"prompts training",0,0,0,0,1,0,0,0,0
"pronounce dada",0,0,0,0,0,0,0,0,1
"pronounces love",0,0,0,0,0,1,0,0,0
"pronunciation word",0,0,0,0,0,0,0,0,1
"protect custom",0,0,0,1,0,0,0,0,0
"protective 1,000",0,0,0,0,0,1,0,0,0
"protective amplified",0,0,0,0,0,1,0,0,0
"protest hashtags",0,0,0,0,0,0,0,0,1
"prove freely",0,0,0,0,0,1,0,0,0
"provide continuous",1,0,0,0,0,0,0,0,0
"provide excellent",0,0,0,0,0,0,0,0,1
"provide insight",0,0,0,0,0,0,0,0,1
"provide users",0,0,0,0,0,0,0,0,1
"provided increased",0,0,0,0,0,0,0,0,1
"provided information",0,0,0,0,1,0,0,0,0
"provided page",0,0,0,1,0,0,0,0,0
"providing affordable",0,0,1,0,1,0,0,0,0
"providing awareness",0,0,0,0,0,0,0,0,1
"providing education",0,0,0,0,0,0,0,0,1
"providing quick",0,0,0,0,0,0,1,0,0
"psychological support",0,0,0,0,0,0,0,0,1
"public library",0,0,0,0,1,0,0,0,0
"public submissions",1,0,0,0,0,0,0,0,0
"pull board",0,0,0,0,1,0,0,0,0
"pulled caring",0,0,0,0,0,0,0,0,1
"pump sound",0,0,0,0,1,0,0,0,0
"purchase home",0,0,0,0,0,1,0,0,0
"purchase languages",1,0,0,0,0,0,0,0,0
"purchase price",0,0,0,0,0,0,0,1,0
"purchase remember",0,0,0,0,1,0,0,0,0
"purchase speech",0,0,0,0,0,1,0,0,0
"purchased mini",0,0,0,0,0,1,0,0,0
"purchases text",0,0,0,1,0,0,0,0,0
"push evaluate",0,0,0,0,1,0,0,0,0
"push text",0,0,0,1,0,0,0,0,0
"qualitative interview",0,0,0,0,0,0,0,0,1
"quality interactions",0,0,0,0,0,0,0,0,1
"quality kids",1,0,0,0,0,0,0,0,0
"quality voices",0,0,1,0,0,0,0,0,0
"questions answered",0,0,0,0,1,0,0,0,0
"questions commenting",0,0,0,0,0,0,0,0,1
"questions figure",0,0,0,0,0,1,0,0,0
"questions options",0,0,0,0,1,0,0,0,0
"questions response",0,0,0,0,1,0,0,0,0
"questions simple",0,0,0,0,0,0,1,0,0
"questions support",0,1,0,0,0,0,0,0,0
"quick access",1,0,1,0,0,0,0,0,0
"quick functional",0,0,0,0,0,0,1,0,0
"quick patient",0,0,0,0,1,0,0,0,0
"quick talk",0,0,10,0,0,0,8,0,0
"quicker easier",0,0,0,0,0,0,1,0,0
"quickest providing",0,0,0,0,0,0,1,0,0
"quickly buy",0,0,0,0,0,0,0,0,1
"quickly communication",0,0,0,0,1,0,0,0,0
"quickly easily",0,1,0,0,0,0,0,0,0
"quickly figure",0,0,0,0,1,0,0,0,0
"quickly figured",0,0,0,0,0,1,0,0,0
"quickly helpfully",0,0,0,0,1,0,0,0,0
"quickly remedied",0,0,0,0,1,0,0,0,0
"qwerty keyboard",0,1,0,0,0,0,0,0,0
"random stranger",0,0,0,0,0,0,0,0,1
"range vocabulary",0,0,0,0,0,0,0,0,2
"rapidly decade",0,0,0,0,0,0,0,0,1
"reach connect",0,0,0,0,0,0,0,0,1
"read aloud",0,0,0,0,0,0,1,0,0
"reader appearance",0,1,0,0,0,0,0,0,0
"reading replies",0,0,0,0,0,1,0,0,0
"reading skills",0,0,0,0,0,0,1,0,0
"ready audience",0,0,0,0,0,0,0,0,1
"ready progress",0,0,0,0,0,0,0,1,0
"ready regularly",0,0,0,0,0,0,0,0,1
"ready start",0,0,0,0,0,1,0,0,0
"real children",0,1,0,0,0,0,0,0,0
"real life",0,0,0,0,0,0,0,0,1
"reality bear",0,0,0,0,0,0,0,0,1
"reality change",0,0,0,0,0,0,0,0,1
"reality enlarge",0,0,0,0,0,0,0,0,1
"reality hit",0,0,0,0,0,0,0,0,1
"reality talking",0,0,0,0,0,0,0,0,1
"realize looked",0,0,0,0,1,0,0,0,0
"realized beginning",0,0,0,0,0,0,0,0,1
"realized life",0,0,0,0,0,0,0,0,1
"realized people",0,0,0,0,0,0,0,0,1
"realm students",0,0,0,0,2,0,0,0,0
"rearranged simply",0,0,0,1,0,0,0,0,0
"reason clean",0,0,0,0,1,0,0,0,0
"reason stars",0,0,0,0,0,1,0,0,0
"reason start",0,0,0,0,0,0,0,0,1
"reason told",0,0,0,0,0,1,0,0,0
"reason trouble",0,0,0,0,0,1,0,0,0
"receiving technical",0,0,0,0,0,0,0,0,1
"recent appearance",0,0,0,0,0,0,0,0,1
"recents predicted",1,0,0,0,0,0,0,0,0
"receptive cognitive",0,0,0,0,0,0,0,0,1
"reclusive social",0,0,0,0,0,0,0,0,1
"recognize gold",0,1,0,0,0,0,0,0,0
"recognize importance",0,0,0,0,1,0,0,0,0
"recognized outcome",0,0,0,0,0,0,0,0,1
"recommend communication",0,0,0,0,0,1,0,0,0
"recommend device",0,0,0,0,0,1,0,0,0
"recommend feel",0,0,0,0,0,1,0,0,0
"recommend fixed",0,0,0,0,1,0,0,0,0
"recommend highly",0,0,0,0,1,0,0,0,0
"recommend previous",0,0,0,0,0,1,0,0,0
"recommend teachers",0,0,0,0,1,0,0,0,0
"recommend vocabulary",0,0,0,0,0,0,0,0,1
"recommend worth",0,0,0,0,0,1,0,0,0
"recommendation actual",0,0,0,0,0,0,0,0,1
"recommendation i’m",0,0,0,0,0,0,0,0,1
"recommended intermediate",0,0,0,0,0,1,0,0,0
"recommended time",0,0,0,0,0,1,0,0,0
"recommending continue",0,0,0,0,0,0,0,0,1
"recorded audio",1,0,0,0,0,0,0,0,0
"recorded message",0,0,0,1,0,0,0,0,0
"recorded speech",0,0,0,0,1,0,0,0,0
"recreate content",0,0,0,0,0,0,1,0,0
"recreational activities",0,0,0,0,1,0,0,0,0
"redirected form",0,0,0,0,1,0,0,0,0
"redo restore",1,0,0,0,0,0,0,0,0
"reduce frustration",0,0,0,0,0,0,0,1,0
"referred son",0,0,0,0,1,0,0,0,0
"referred stopped",0,0,0,0,0,0,0,0,1
"refinement search",1,0,0,0,0,0,0,0,0
"regard online",0,0,0,0,0,0,0,0,1
"region crescendo",0,1,0,0,0,0,0,0,0
"register opinions",0,0,0,0,0,0,0,0,1
"regularly engaging",0,0,0,0,0,0,0,0,1
"regularly monitor",0,0,0,0,0,0,0,0,1
"rehab home",0,0,0,0,1,0,0,0,0
"relationship school",0,0,0,0,0,0,0,0,1
"relationships connecting",0,0,0,0,0,0,0,0,1
"relationships difficult",0,0,0,0,0,0,0,0,1
"relationships uk",0,0,0,0,0,0,0,0,1
"relearn basic",0,0,0,0,0,0,0,1,0
"release expecting",0,0,0,0,0,0,0,0,1
"release time",0,0,0,1,0,0,0,0,0
"release users",0,0,0,1,0,0,0,0,0
"relevant choices",1,0,0,0,0,0,0,0,0
"relief communication",0,0,0,0,0,0,1,0,0
"relies communication",0,0,0,0,0,0,0,1,0
"relieves communicators",0,0,0,0,0,0,0,0,1
"remedied bick",0,0,0,0,1,0,0,0,0
"remember listening",0,0,0,0,0,0,0,0,1
"remember low",0,0,0,0,0,0,0,0,1
"remember staring",0,0,0,0,0,0,0,0,1
"remember takes",0,0,0,0,0,0,0,0,1
"remember time",0,0,0,0,1,0,0,0,0
"reminders continued",1,0,0,0,0,0,0,0,0
"reminders geo",1,0,0,0,0,0,0,0,0
"remotely love",0,0,0,0,1,0,0,0,0
"remove page",0,0,0,0,0,0,1,0,0
"removed preferred",0,0,0,0,0,0,0,0,1
"repeat eventually",0,0,0,0,0,1,0,0,0
"repeat function",1,0,0,0,0,0,0,0,0
"repeat phrases",0,0,0,0,0,1,0,0,0
"repeat types",0,0,0,0,0,1,0,0,0
"repeating children",0,0,0,0,0,0,0,0,1
"repeating people",0,0,0,0,0,1,0,0,0
"replace current",0,0,0,0,0,0,0,0,1
"replicate boards",0,0,0,0,1,0,0,0,0
"replies device",0,0,0,0,0,1,0,0,0
"reply initial",0,0,0,0,0,0,0,0,1
"report social",0,0,0,0,0,0,0,0,1
"reported 81.3",0,0,0,0,0,0,0,0,1
"reported experiences",0,0,0,0,0,0,0,0,1
"reports compliment",0,0,0,0,1,0,0,0,0
"reports undoubtedly",0,0,0,0,0,0,0,0,1
"represent major",1,0,0,0,0,0,0,0,0
"representation media",0,0,0,0,0,0,0,0,1
"representation whilst",0,0,0,0,0,0,0,0,1
"request core",0,0,0,0,0,0,0,0,1
"request menu",0,0,0,0,1,0,0,0,0
"requested updates",0,0,0,0,0,0,1,0,0
"require device",0,0,0,0,0,0,0,0,1
"required include",1,0,0,0,0,0,0,0,0
"required jumped",0,0,0,0,1,0,0,0,0
"reruns barney",0,0,0,0,0,0,0,0,1
"rescued tenderness",0,0,0,0,0,0,0,0,1
"research 25",0,0,0,0,0,0,0,0,1
"research based",0,1,0,0,0,0,0,0,0
"research evidence",0,0,0,0,0,0,0,0,1
"research exploring",0,0,0,0,0,0,0,0,1
"research supporting",0,0,0,0,0,0,0,0,1
"researched months",0,0,0,0,0,1,0,0,0
"reshape destiny",0,0,0,0,0,0,0,0,1
"resigned single",0,0,0,0,0,0,0,0,1
"resolved wonderful",0,0,0,0,2,0,0,0,0
"resources accessed",0,1,0,0,0,0,0,0,0
"resources start",0,0,0,0,0,0,0,0,1
"resources understanding",0,0,0,0,0,0,0,0,1
"respected body",0,0,0,0,0,0,0,0,1
"respond commands",0,0,0,0,0,0,0,0,1
"responding program",0,0,0,0,1,0,0,0,0
"response lightning",0,0,0,0,1,0,0,0,0
"responses feel",0,0,0,0,0,0,0,0,1
"responses pressure",0,0,0,0,0,0,0,0,1
"responsibilities helps",0,0,0,0,0,0,0,0,1
"responsible global",0,0,0,0,0,0,0,0,1
"responsive intelligently",0,0,0,0,1,0,0,0,0
"responsiveness press",0,0,0,0,1,0,0,0,0
"rest icons",0,0,0,0,0,1,0,0,0
"rest life",0,0,0,0,0,0,0,0,2
"restaurant activities",0,0,0,0,1,0,0,0,0
"restaurant websites",0,0,0,0,1,0,0,0,0
"restaurants commercial",0,0,0,0,1,0,0,0,0
"restore create",1,0,0,0,0,0,0,0,0
"restrictions infantile",0,0,0,0,1,0,0,0,0
"result helping",0,0,1,0,0,0,0,0,0
"result lack",0,0,0,0,0,0,0,0,1
"retreat reality",0,0,0,0,0,0,0,0,1
"return option",0,0,0,0,1,0,0,0,0
"return realized",0,0,0,0,0,0,0,0,1
"revealed step",0,1,0,0,0,0,0,0,0
"reviews lack",0,0,0,0,0,0,0,1,0
"revolutionizes classroom",0,0,0,0,2,0,0,0,0
"revolutionizing field",0,0,0,0,1,0,0,0,0
"rights freedoms",0,0,0,0,0,0,0,0,1
"rights key",0,0,0,0,0,0,0,0,1
"rights spread",0,0,0,0,0,0,0,0,1
"risks parents",0,0,0,0,0,0,0,0,1
"robust vocabulary",0,0,0,0,0,0,0,1,0
"rock talk",0,0,0,0,1,0,0,0,0
"role social",0,0,0,0,0,0,0,0,1
"roll measures",0,0,0,1,0,0,0,0,0
"roll minor",0,0,0,0,0,0,0,1,0
"roommates slowly",0,0,0,0,0,1,0,0,0
"rounds choices",0,1,0,0,0,0,0,0,0
"rugged stand",0,0,0,0,0,1,0,0,0
"run touch",0,0,0,0,1,0,0,0,0
"running background",1,0,0,0,0,0,0,0,0
"running floor",0,0,0,0,0,0,0,0,1
"russ ewell",0,0,1,0,0,0,0,0,0
"sadness anger",0,0,0,0,0,0,0,0,1
"safe confidence",0,0,0,0,0,0,0,0,1
"safe keeping",0,0,0,1,0,0,0,0,0
"sand castle",0,0,0,0,0,0,0,0,1
"save icloud",0,0,0,0,0,0,1,0,0
"save kicks",0,0,0,0,0,0,1,0,0
"save share",0,0,1,0,0,0,0,0,0
"save units",0,0,0,0,1,0,0,0,0
"saves image",0,0,0,0,0,0,0,1,0
"saving adding",0,0,0,0,0,0,1,0,0
"savings portable",1,0,0,0,0,0,0,0,0
"scanning features",1,0,0,0,0,0,0,0,0
"scanning fine",1,0,0,0,0,0,0,0,0
"scanning voiceover",0,1,0,0,0,0,0,0,0
"schedules imagine",0,0,0,0,1,0,0,0,0
"schizophrenia spectrum",0,0,0,0,0,1,0,0,0
"school attends",0,0,0,0,1,0,0,0,0
"school communication",0,0,0,0,1,0,0,0,0
"school community",0,0,0,0,1,0,0,0,0
"school environment",0,0,1,0,0,0,0,0,0
"school helped",0,0,0,0,0,1,0,0,0
"school programmed",0,0,0,0,1,0,0,0,0
"school return",0,0,0,0,1,0,0,0,0
"school slp",0,0,0,0,0,0,0,0,3
"school sole",0,0,0,0,0,0,0,0,1
"school team",0,0,0,0,0,0,0,0,1
"scoured internet",0,0,0,0,1,0,0,0,0
"screen ability",0,0,1,0,0,0,0,0,0
"screen freezes",0,0,0,0,0,0,0,1,0
"screen helpful",0,0,0,0,0,0,1,0,0
"screen letters",0,0,0,1,0,0,0,0,0
"screen pump",0,0,0,0,1,0,0,0,0
"screen reader",0,1,0,0,0,0,0,0,0
"scribbler founded",0,0,1,0,0,0,0,0,0
"scribbler technology",0,0,1,0,0,0,0,0,0
"seamless bilingual",0,1,0,0,0,0,0,0,0
"search content",1,0,0,0,0,0,0,0,0
"search examble",0,0,0,0,1,0,0,0,0
"search field",0,0,0,0,0,0,1,0,0
"search integrate",1,0,0,0,0,0,0,0,0
"search picture",0,0,0,0,1,0,0,0,0
"searches icons",0,0,0,0,1,0,0,0,0
"section assistiveware",0,1,0,0,0,0,0,0,0
"seeking promote",1,0,0,0,0,0,0,0,0
"seemingly devoid",0,0,0,0,0,0,0,0,1
"seemingly silent",0,0,0,0,0,0,0,0,1
"seizures camera",0,0,0,0,1,0,0,0,0
"select 30",0,0,0,1,0,0,0,0,0
"select delete",0,0,0,0,0,0,1,0,0
"select eye",0,0,0,0,1,0,0,0,0
"select food",0,0,0,0,0,0,0,1,0
"select language",0,1,0,0,0,0,0,0,0
"select leisure",0,0,0,0,0,1,0,0,0
"select simple",1,0,0,0,0,0,0,0,0
"selected teachers",0,0,0,0,1,0,0,0,0
"selecting photo",0,1,0,0,0,0,0,0,0
"selections select",1,0,0,0,0,0,0,0,0
"selects incorrect",0,0,0,0,1,0,0,0,0
"send message",0,0,0,1,0,0,0,0,0
"send resources",0,0,0,0,0,0,0,0,1
"sense usable",0,0,0,0,1,0,0,0,0
"sense vanished",0,0,0,0,0,0,0,0,1
"sensory music",0,0,0,0,0,0,0,0,1
"sentence construction",0,0,0,0,0,0,0,0,1
"sentence strip",0,0,1,0,0,0,0,1,0
"sentences child",0,0,0,0,0,0,1,0,0
"sentences crescendo",0,1,0,0,0,0,0,0,0
"sentences interaction",0,0,0,0,0,0,0,0,1
"sentences quickest",0,0,0,0,0,0,1,0,0
"sentences simple",0,0,0,0,0,0,0,0,1
"seoprate easy",0,0,0,0,0,1,0,0,0
"september removed",0,0,0,0,0,0,0,0,1
"serve assistive",0,0,0,0,1,0,0,0,0
"service amazing",0,0,0,0,2,0,0,0,0
"service helpful",0,0,0,0,0,0,0,1,0
"service questions",0,0,0,0,1,0,0,0,0
"service touch",0,0,0,1,0,0,0,0,0
"serving teacher",0,0,0,0,1,0,0,0,0
"sessions implement",0,0,0,0,0,0,1,0,0
"set boards",0,0,0,0,1,0,0,0,0
"set change",0,0,1,0,0,0,0,0,0
"set computer",0,0,0,0,1,0,0,0,0
"set edit",0,0,0,0,1,0,0,0,0
"set instructions",0,0,0,0,1,0,0,0,0
"set school",0,0,0,0,0,0,0,0,1
"set slp",0,0,0,0,0,0,0,0,1
"set sounds",0,0,0,0,0,0,0,0,1
"set targets",0,0,0,1,0,0,0,0,0
"set user",0,0,0,0,0,0,0,0,1
"sets boards",0,0,0,0,1,0,0,0,0
"sets included",0,0,0,1,0,0,0,0,0
"sets including",0,0,0,1,0,0,0,0,0
"sets linked",0,0,0,1,0,0,0,0,0
"sets modified",0,0,0,1,0,0,0,0,0
"sets select",0,0,0,1,0,0,0,0,0
"sets speak",0,0,0,1,0,0,0,0,0
"setting it’s",0,0,0,0,0,1,0,0,0
"setting remotely",0,0,0,0,1,0,0,0,0
"setting spend",0,0,1,0,0,0,0,0,0
"settings avoid",0,0,0,0,0,0,0,0,1
"settings families",0,0,0,0,0,0,0,0,1
"settings practice",0,0,0,0,0,0,1,0,0
"settings support",0,1,0,0,0,0,0,0,0
"settings wordpower",0,0,0,0,0,0,0,0,1
"setup 42",0,0,0,0,0,0,0,0,1
"setup feel",0,0,0,0,0,0,0,0,1
"setups includes",0,0,1,0,0,0,0,0,0
"severe cognitive",0,0,0,0,2,0,0,0,0
"sexually feel",0,0,0,0,0,0,0,0,1
"shadows learned",0,0,0,0,0,0,0,0,1
"shadows moved",0,0,0,0,0,0,0,0,1
"shake belief",0,0,0,0,0,0,0,0,1
"shaping future",0,0,0,0,0,1,0,0,0
"share customized",0,0,0,1,0,0,0,0,0
"share life",0,0,0,0,0,0,0,0,1
"share pdfs",1,0,0,0,0,0,0,0,0
"share simply",0,0,0,0,0,0,0,0,1
"share transfer",0,0,1,0,0,0,0,0,0
"shared facebook",0,0,0,1,0,0,0,0,0
"shared friends",0,0,0,0,0,0,0,0,1
"sharing feature",0,0,0,1,0,0,0,0,0
"sharing libraries",1,0,0,0,0,0,0,0,0
"shell vegetable",0,0,0,0,0,0,0,0,1
"shining difficult",0,0,0,0,0,0,0,0,1
"shocked filled",0,0,0,0,0,0,0,0,2
"shopping helpful",0,0,0,0,0,1,0,0,0
"shout times",0,0,0,0,0,0,0,0,1
"sight chrysalis",0,0,0,0,0,0,0,0,1
"significant disabilities",0,0,0,0,2,0,0,0,0
"silence speak",0,0,1,0,0,0,0,0,0
"silent body",0,0,0,0,0,0,0,0,1
"silent invisible",0,0,0,0,0,0,0,0,1
"silent wheelchair",0,0,0,0,0,0,0,0,1
"silently noisy",0,0,0,1,0,0,0,0,0
"silicon valley",0,0,1,0,0,0,0,0,0
"similar circumstances",0,0,0,0,0,1,0,0,0
"simple ability",0,0,0,0,0,0,1,0,0
"simple act",0,0,0,0,0,0,0,0,1
"simple boards",0,0,0,0,1,0,0,0,0
"simple choices",1,0,0,0,0,0,1,0,0
"simple complex",0,0,0,0,0,1,0,0,0
"simple concrete",0,0,0,0,0,0,0,0,1
"simple flexible",0,0,2,0,0,0,0,0,0
"simple framework",0,0,0,0,1,0,0,0,0
"simple generate",0,0,0,1,0,0,0,0,0
"simple https",1,0,0,0,0,0,0,0,0
"simple manage",0,0,0,0,0,1,0,0,0
"simple mission",0,0,1,0,0,0,0,0,0
"simple powerful",0,1,0,0,0,0,0,0,0
"simple quick",0,0,0,0,0,0,1,0,0
"simple sound",0,0,0,0,0,0,0,0,1
"simplicity board",0,0,0,0,1,0,0,0,0
"simplicity cost",0,0,1,0,0,0,0,0,0
"simply announce",0,0,0,0,0,0,0,0,1
"simply communicate",0,0,0,0,0,0,0,0,1
"simply dragging",0,0,0,1,0,0,0,0,0
"simply existed",0,0,0,0,0,0,0,0,1
"simply ready",0,0,0,0,0,0,0,0,1
"simply tilt",0,0,0,1,0,0,0,0,0
"simply typing",0,0,0,0,1,0,0,0,0
"simply user",0,0,0,0,1,0,0,0,0
"simply whisper",0,0,0,0,0,0,0,0,1
"simultaneously supports",1,0,0,0,0,0,0,0,0
"simultaneously symbolstix",1,0,0,0,0,0,0,0,0
"singing matter",0,0,0,0,0,0,0,0,1
"single page",1,0,0,0,0,0,0,0,0
"single rest",0,0,0,0,0,0,0,0,1
"single teacher",0,0,0,0,0,0,0,1,0
"single words",0,1,0,0,0,0,0,0,1
"sinking dark",0,0,0,0,0,0,0,0,1
"sister names",0,0,0,0,0,1,0,0,0
"situations criticism",0,0,0,0,0,1,0,0,0
"situations listened",0,0,0,0,0,1,0,0,0
"size glad",0,0,0,0,0,1,0,0,0
"sizes accessibility",0,1,0,0,0,0,0,0,0
"sizes drag",1,0,0,0,0,0,0,0,0
"skill students",0,0,0,0,0,0,1,0,0
"skills communication",0,0,0,0,0,0,0,0,1
"skills crescendo",0,1,0,0,0,0,0,0,0
"skills expressive",0,0,0,0,0,0,1,0,0
"skills grow",0,1,0,0,0,0,0,0,0
"skills participants",0,0,0,0,0,0,0,0,1
"skills promised",0,0,0,0,0,0,1,0,0
"slightly buggy",0,0,0,0,1,0,0,0,0
"slightly physically",0,0,0,0,0,1,0,0,0
"slow learners",0,0,0,0,1,0,0,0,0
"slow start",0,0,0,0,0,1,0,0,0
"slowly courage",0,0,0,0,0,1,0,0,0
"slowly stronger",0,0,0,0,0,0,0,0,1
"slp's love",0,0,0,0,0,0,1,0,0
"slp clients",0,0,0,0,0,0,0,0,1
"slp expanded",0,0,0,0,0,0,0,0,1
"slp hard",0,0,0,0,0,0,0,0,1
"slp involved",0,0,0,0,0,0,0,0,1
"slp nonverbal",0,0,0,0,1,0,0,0,0
"slp rehab",0,0,0,0,1,0,0,0,0
"slp specializes",0,0,0,0,0,0,0,0,1
"smarty symbols",0,0,1,0,0,0,0,0,0
"smiled simple",0,0,0,0,0,0,0,0,1
"smiling time",0,0,0,0,0,0,1,0,0
"snacks son",0,0,0,0,0,1,0,0,0
"social activism",0,0,0,0,0,0,0,0,1
"social communication",0,0,0,0,0,0,0,0,1
"social cues",0,0,0,0,0,0,0,0,1
"social discourse",0,0,0,0,0,0,0,0,1
"social inclusion",0,0,0,0,0,0,0,0,2
"social issues",0,0,0,0,0,0,0,0,1
